steam_id,total_kills,total_deaths,total_time_played,total_planted_bombs,total_defused_bombs,total_wins,total_damage_done,total_money_earned,total_shots_hit,total_shots_fired,total_rounds_played,total_mvps,total_wins_pistolround,total_matches_won,total_matches_played,total_kills_ak47,total_kills_m4a1,total_kills_awp,total_kills_glock,total_kills_knife,total_kills_hegrenade,kd_ratio,accuracy,win_rate,high_performer,hours_played,damage_per_round,mvp_rate
76561198000000022,22003,26603,3799383,2979,1676,475,1998999,73966291,22325,122822,30347,65,712,475,1076,6469,4671,1252,2885,393,1293,0.8270560817922117,0.18176563021583905,0.44103992571959144,0,1055.3841666666667,65.86921708185054,0.060352831940575676
76561198000000023,32918,39599,4981770,2922,1807,691,3078786,131960497,36128,197619,33340,206,779,691,1558,5843,7365,1892,4935,598,1498,0.8312626262626263,0.18281550450359274,0.44323284156510584,0,1383.825,92.34234126150986,0.13213598460551634
76561198000000024,36297,32272,6766693,3676,2771,955,3280686,131256052,38999,152239,39357,174,632,955,1765,10033,6980,3507,4978,1405,1725,1.1246862702568712,0.2561678928008408,0.5407701019252548,1,1879.6369444444445,83.35499771329845,0.0985277463193658
76561198000000025,34223,30072,3297551,2069,811,653,3131941,74978934,28576,110120,30428,103,649,653,1196,8063,5041,3367,3212,1357,1739,1.1379975393209856,0.2594963721724285,0.545530492898914,1,915.9863888888889,102.92618883302113,0.0860484544695071
76561198000000026,50649,43147,6929258,4986,1807,1081,6056131,98410539,41327,153942,40977,126,917,1081,1938,15541,12164,5225,5704,2135,2169,1.173843515342542,0.268456506629077,0.5575038679731821,1,1924.793888888889,147.78981404656156,0.06498194945848375
76561198000000027,48414,42757,4043557,3512,2702,812,5355400,142153468,51074,197907,39065,203,533,812,1493,10409,9662,4727,6957,1900,2801,1.1322793395387998,0.25806940598662004,0.5435073627844712,1,1123.2102777777777,137.085957098244,0.1358768406961178
76561198000000028,34821,39334,7090320,6331,3143,758,3861857,107307110,33118,168702,47264,179,1114,758,1643,7051,5354,2252,4343,764,1245,0.8852421507563238,0.19630949064331993,0.4610705596107056,0,1969.5333333333333,81.70648471384746,0.10888077858880779
76561198000000029,8800,8576,843072,759,395,152,1043070,31430970,7318,31609,8715,30,181,152,300,2459,1867,734,775,280,385,1.0259997668182348,0.23150901613413477,0.5049833887043189,0,234.18666666666667,119.67301514456173,0.09966777408637874
76561198000000030,27201,31529,2901702,2558,1769,528,2857067,70009722,28589,149936,34603,126,448,528,1164,8621,6555,1678,4141,554,1181,0.8627021883920076,0.19067341616812394,0.4532188841201717,0,806.0283333333333,82.56464570569877,0.10815450643776824
76561198000000031,14276,15894,2931056,1619,604,315,1700806,60340645,15941,79888,15659,87,443,315,678,4009,2929,948,2212,326,550,0.8981440704624095,0.19953936086319768,0.4639175257731959,0,814.1822222222222,108.60830140485312,0.12812960235640647
76561198000000032,37447,41634,6721630,5177,2115,817,4247591,102676735,35914,179702,45555,136,768,817,1752,8258,8512,2493,4387,859,2205,0.8994115527801129,0.19985197798589896,0.46605818596691384,0,1867.1194444444445,93.23889279128984,0.0775812892184826
76561198000000033,58483,49886,6776050,5439,2569,1093,5275557,131096992,54829,204526,43573,314,707,1093,1961,16669,11644,6022,6702,2459,3217,1.17230941928759,0.2680770753983582,0.5570846075433231,1,1882.236111111111,121.07121219075596,0.1600407747196738
76561198000000034,32833,36224,4119674,2652,1746,741,3369924,172455655,28099,139386,44758,165,990,741,1582,6783,6568,2216,3271,769,2032,0.9063630089717046,0.2015898182757359,0.4680985470625395,0,1144.3538888888888,75.29042203802587,0.10423246999368288
76561198000000035,23893,23581,3052479,3537,1527,527,2767315,87107028,23989,105075,26628,67,341,527,1045,5892,5296,1953,2736,738,878,1.013188024764651,0.228301419924626,0.5038240917782026,0,847.9108333333334,103.92110105524053,0.06405353728489484
76561198000000036,59499,52211,5336600,6423,3682,1206,6589353,175654036,62629,240978,52333,201,956,1206,2208,16589,15451,5867,6153,2366,2400,1.1395656170995174,0.2598940156611157,0.545948392937981,1,1482.388888888889,125.90959987770856,0.09099139882299682
76561198000000037,11570,13740,2288508,1012,764,257,1294993,52537071,11681,62973,13662,54,298,257,576,2140,2005,681,1223,219,556,0.8420056764427626,0.1854892495315527,0.44540727902946275,0,635.6966666666667,94.78101441850252,0.09358752166377816
76561198000000038,37539,36025,6103061,6067,1368,1125,4023522,120226448,31246,132679,44993,173,756,1125,2190,11997,8059,3213,5114,1236,1782,1.0419974462887913,0.23549894482966535,0.5134641716111364,1,1695.2947222222222,89.42352313641818,0.07895937927886809
76561198000000039,19309,19725,3013151,1823,1356,397,2286391,66265158,18919,86109,21435,57,281,397,807,5637,3990,1490,2355,550,1081,0.9788603873060935,0.21970735106259437,0.49133663366336633,0,836.9863888888889,106.66127075947006,0.07054455445544554
76561198000000040,7905,7603,873405,601,281,182,830859,25596129,7829,33329,8736,39,219,182,355,1733,1385,674,876,259,300,1.0395844292477643,0.2348934893489349,0.5112359550561798,0,242.6125,95.09660066384342,0.10955056179775281
76561198000000041,24236,25327,2900859,2322,1263,428,2096643,89319711,25971,121234,24871,114,413,428,883,5306,5259,1799,3198,653,1571,0.9568856601389766,0.21422031591537097,0.4841628959276018,0,805.7941666666667,84.29732229012544,0.12895927601809956
76561198000000042,59649,56674,5868133,6229,2332,961,4847357,174715791,55242,231993,50798,248,1053,961,1858,17272,11515,5189,5851,2008,3835,1.052474636082929,0.2381182271955309,0.5169445938676708,1,1630.0369444444445,95.42229177739719,0.13340505648197956
76561198000000043,19302,20403,2675998,2535,757,403,1615867,78257071,22733,107487,24186,65,547,403,838,4788,4269,1405,2885,506,677,0.9459909821603607,0.2114933760047633,0.4803337306317044,0,743.3327777777778,66.80725182949519,0.07747318235995232
76561198000000044,16585,17724,3604069,2639,1507,489,1471073,78791845,14157,67762,21261,57,496,489,1023,4459,4152,1184,2268,422,757,0.9356840620592384,0.20891932175375943,0.4775390625,0,1001.1302777777778,69.18789389521211,0.0556640625
76561198000000045,53517,56965,5041611,7026,3414,921,4990119,159065571,46003,219204,57393,191,1012,921,1921,15652,8347,3849,5043,1378,2167,0.9394551135765193,0.20986291371090987,0.4791883454734651,0,1400.4475,86.94495940342196,0.09937565036420395
76561198000000046,35674,38968,6504480,5664,3159,880,3625519,117060784,31012,152122,45815,167,771,880,1867,10267,8902,2451,5503,859,2196,0.9154456106135647,0.20386134903992165,0.47109207708779444,0,1806.8,79.13215907106688,0.08940042826552462
76561198000000047,48483,54447,7117364,6297,3274,1155,4197615,153601795,50445,255275,50504,329,1312,1155,2494,13811,9014,3170,6562,1082,2118,0.8904459300617102,0.1976096460301791,0.46292585170340683,0,1977.0455555555557,83.11286011286012,0.13186372745490982
76561198000000048,9214,8765,1070764,1136,206,148,1067884,28169387,7603,31975,7630,16,117,148,288,1895,2082,799,1294,309,507,1.0511065480264659,0.23777207905929448,0.5121107266435986,1,297.43444444444447,139.94024374262875,0.05536332179930796
76561198000000049,61819,56371,4862123,6225,2208,1071,6415585,123316833,57388,230330,51736,215,926,1071,2013,15775,15122,5741,6730,2272,3468,1.0966259845313275,0.24915447768645993,0.531777557100298,1,1350.5897222222222,124.00380771981368,0.1067527308838133
76561198000000050,41594,44590,4197811,5770,1819,755,4794383,103876862,35897,172417,42671,87,1007,755,1582,8739,10242,2954,3784,1052,2144,0.9327891278509116,0.20819751998051247,0.47694251421351863,0,1166.058611111111,112.35430727409074,0.054958938723941884
76561198000000051,4327,3711,542158,516,119,73,360157,12954348,4713,17691,3806,18,46,73,132,1007,715,441,609,179,228,1.1656788793103448,0.2663915894189464,0.5488721804511278,1,150.59944444444446,94.60388757551878,0.13533834586466165
76561198000000052,8629,9755,1306812,833,520,143,722919,25908126,9451,48194,8452,34,163,143,310,1693,1788,557,752,189,353,0.8844813448134481,0.19609918041290592,0.45980707395498394,0,363.00333333333333,85.52218147403289,0.10932475884244373
76561198000000053,41456,48545,7179546,7854,3912,1019,4359306,152880318,36829,195394,54323,233,829,1019,2260,10189,9042,2509,4664,819,1610,0.8539529518394925,0.18848486399344916,0.4506855373728439,0,1994.3183333333334,80.2464104263309,0.10305174701459531
76561198000000054,12445,10613,2003609,774,706,289,1307706,45217106,14908,55603,11836,45,227,289,519,3884,2627,1281,1185,523,530,1.1725080082909365,0.2681102078987123,0.5557692307692308,1,556.5580555555556,110.47613415561375,0.08653846153846154
76561198000000055,53370,46260,5198236,4008,2806,986,5217630,119027086,58561,222313,44120,147,988,986,1789,11236,12403,5363,7166,2175,3160,1.1536715591967315,0.2634157093120541,0.5508379888268157,1,1443.9544444444443,118.25729244577413,0.08212290502793296
76561198000000056,20262,20158,3716421,2289,662,417,1821468,50533072,17698,78213,18227,55,478,417,833,5331,4978,1634,2853,615,1098,1.0051093804256164,0.22627662566803897,0.5,0,1032.3391666666666,99.92692560895325,0.06594724220623502
76561198000000057,41714,45057,6825433,2441,3145,747,4566289,138989227,39173,189747,45044,221,606,747,1572,7547,6877,2924,3608,1034,1564,0.9257845443650407,0.206447498787866,0.47488874761602035,0,1895.953611111111,101.37171717171717,0.14049586776859505
76561198000000058,31207,30137,3899011,2876,1138,536,3341746,57467936,25795,110298,27147,88,501,536,1048,8207,6312,2644,3679,1013,1936,1.0354701705488087,0.2338643142730215,0.5109628217349858,0,1083.058611111111,123.09363489023133,0.08388941849380362
76561198000000059,47909,44520,5592389,5931,1484,823,4108723,117442934,42115,172585,41473,230,481,823,1568,10705,10344,4318,5549,1692,2545,1.07609891961097,0.2440232695583651,0.5245379222434672,1,1553.441388888889,99.06743984182862,0.14659018483110262
76561198000000060,18085,17210,3069468,1947,886,415,1475282,36145985,21333,89753,16381,68,370,415,804,4832,3995,1569,2197,606,877,1.0507814769624078,0.23768300020054817,0.515527950310559,1,852.63,90.05506043218166,0.084472049689441
76561198000000061,19666,21561,2321302,2416,748,331,1737249,73133154,21895,107847,19680,34,221,331,704,5393,3126,1342,2835,468,954,0.9120675262035062,0.20301720940583043,0.4695035460992908,0,644.8061111111111,88.27036227833952,0.04822695035460993
76561198000000062,44358,48626,3953815,2109,2917,717,3729985,103723676,52465,258382,41216,176,491,717,1525,12058,6528,3029,3921,1058,2514,0.9122092664569067,0.20305128433372163,0.46985583224115335,0,1098.2819444444444,90.49627580852561,0.11533420707732635
76561198000000063,5409,6159,1359681,628,382,155,532896,22512072,4823,24796,7601,39,175,155,338,1309,986,344,598,116,256,0.8780844155844156,0.19449933459692706,0.45722713864306785,0,377.68916666666667,70.09944751381215,0.11504424778761062
76561198000000064,4891,4412,578819,489,286,114,435672,15705818,3962,15719,4292,24,81,114,214,986,765,461,751,183,244,1.108316338092001,0.25203562340966923,0.5302325581395348,1,160.78305555555556,101.48427672955975,0.11162790697674418
76561198000000065,13568,15997,1779118,845,799,258,1253988,43945454,12239,65441,16532,56,333,258,576,3338,2641,810,1934,262,542,0.8481060132516565,0.1870205678310565,0.44714038128249567,0,494.19944444444445,75.84757757212847,0.09705372616984402
76561198000000066,5137,4921,693982,510,292,98,444512,15357468,5130,21742,4474,11,89,98,192,1592,736,440,566,169,214,1.043681430312881,0.2359380030354597,0.5077720207253886,1,192.77277777777778,99.3322905027933,0.05699481865284974
76561198000000067,79731,80233,6547876,8626,5074,1237,7693865,218076923,87584,391989,69726,197,1536,1237,2486,14441,17925,6311,7456,2357,3040,0.9937308373008948,0.22343427128243068,0.49738640932850825,0,1818.8544444444444,110.34269364808468,0.0792119018898271
76561198000000068,39451,34451,3703488,4097,1411,795,4084004,60844725,44329,169662,29368,206,639,795,1450,7055,5822,3919,5519,1584,2359,1.1451004295831881,0.2612767662955388,0.5478980013783598,1,1028.7466666666667,139.05832680717765,0.1419710544452102
76561198000000069,23188,25539,2700412,1758,1039,436,2039994,57216462,21363,105772,21874,111,532,436,930,5723,3848,1570,2208,546,1372,0.9079091620986688,0.20197025705993024,0.4683136412459721,0,750.1144444444444,93.25686857142857,0.11922663802363051
76561198000000070,6028,6579,1048739,285,210,117,675883,13680155,5530,27104,5691,26,139,117,248,1808,1528,414,544,145,294,0.9161094224924012,0.20402139826600257,0.46987951807228917,0,291.31638888888887,118.7426212227688,0.10441767068273092
76561198000000071,5633,6705,1184203,381,216,123,492640,18421588,5552,30011,5696,22,189,123,276,1122,1179,330,673,105,219,0.839994035192365,0.18499266959882713,0.44404332129963897,0,328.9452777777778,86.47358258732666,0.07942238267148015
76561198000000072,4232,3857,630752,573,235,106,369707,12648496,4708,18890,4748,18,62,106,201,784,767,393,590,155,175,1.0969414204250907,0.24921920491239213,0.5247524752475248,1,175.20888888888888,77.8494419877869,0.0891089108910891
76561198000000073,9963,9544,1208800,785,246,212,911449,19949401,9996,42368,8601,43,205,212,412,2344,1438,855,1284,329,390,1.0437925615505501,0.23592721093252142,0.513317191283293,1,335.77777777777777,105.95780051150895,0.10411622276029056
76561198000000074,10084,12018,1557957,1651,585,191,1118685,28115292,10444,56530,11513,24,163,191,429,2662,1955,590,1122,188,568,0.8390049088942507,0.1847481912578939,0.4441860465116279,0,432.7658333333333,97.15867639395519,0.05581395348837209
76561198000000075,46162,54839,6419072,4044,3314,1135,4829301,127859055,46983,253359,56785,254,1629,1135,2539,10404,6777,2719,4737,873,1640,0.8417578409919767,0.18543969055888854,0.4468503937007874,0,1783.0755555555556,85.04386644595499,0.1
76561198000000076,11643,11354,1641400,2106,397,292,1175484,54787358,10297,44512,14157,41,273,292,575,2878,2149,970,1136,369,587,1.0253632760898284,0.23132568013838653,0.5069444444444444,0,455.94444444444446,83.02613363469416,0.07118055555555555
76561198000000077,23924,23818,2214014,2974,950,368,2157919,75072586,28314,125225,20102,102,317,368,735,4995,5415,1928,3678,725,1216,1.0044082455182837,0.22610320540462844,0.5,0,615.0038888888889,107.34313286574144,0.13858695652173914
76561198000000078,39515,44596,6466150,5156,1323,976,3877735,121368866,46734,237820,47766,182,1079,976,2113,12632,8858,2560,3589,870,1554,0.8860461466017894,0.19650913922656116,0.4616840113528855,0,1796.1527777777778,81.18020809345364,0.08609271523178808
76561198000000079,14087,13975,1485290,998,992,280,1227702,33784965,14602,64329,13500,32,374,280,559,3287,2941,1141,1270,430,898,1.0079421866056095,0.22698585418933623,0.5,0,412.5805555555556,90.9341530257018,0.05714285714285714
76561198000000080,29138,34188,7042902,5700,2360,718,2406944,145460114,31478,167375,42581,188,671,718,1594,8618,5795,1757,4296,572,1155,0.8522624235865337,0.18806758436095974,0.45015673981191223,0,1956.3616666666667,56.52491663144051,0.11786833855799372
76561198000000081,25437,24093,4999444,4161,1893,584,2721751,105108187,22087,92439,28516,90,717,584,1127,6548,4288,2224,2641,862,1477,1.055740018261808,0.23893336218087408,0.5177304964539007,1,1388.7344444444445,95.4431041133359,0.0797872340425532
76561198000000082,7876,6879,841277,704,461,168,693121,28502560,6849,26219,7851,30,211,168,308,1488,1911,782,1152,316,318,1.1447674418604652,0.26121281464530893,0.5436893203883495,1,233.68805555555556,88.27317880794702,0.0970873786407767
76561198000000083,63806,58600,6756835,2809,3273,1234,5749328,120490688,64563,261171,50520,255,1596,1234,2331,15230,10189,5860,5681,2310,3624,1.0888210098803774,0.2472049071110226,0.5291595197255574,1,1876.8986111111112,113.80075612121692,0.10934819897084049
76561198000000084,50105,49980,6837782,7225,4178,1294,4211638,223696351,50544,224023,60466,384,900,1294,2584,14283,10950,4025,7786,1511,2340,1.0024809427582482,0.22561868371245938,0.5005802707930368,0,1899.3838888888888,69.65184315411712,0.1485493230174081
76561198000000085,20479,20879,1834589,2969,911,361,1967664,51767176,16389,74430,21822,61,287,361,732,4935,4610,1585,2981,586,1166,0.9807950191570881,0.22019051201784204,0.4924965893587995,0,509.60805555555555,90.1646886312606,0.08321964529331514
76561198000000086,6803,6075,833544,728,470,137,674646,19756241,7322,28720,6967,30,119,137,255,1621,1199,652,819,261,305,1.119651086240948,0.2549354131123568,0.53515625,1,231.54,96.82060849598163,0.1171875
76561198000000087,36704,40032,3993757,4076,1830,647,4152537,72377456,38097,186557,35516,67,773,647,1371,7114,6349,2529,5143,887,1502,0.916843604026678,0.20420995079278295,0.4715743440233236,0,1109.3769444444445,116.91688487203311,0.048833819241982504
76561198000000088,14318,16642,2232252,1429,583,316,1615465,76160719,14024,73785,19716,93,369,316,697,4475,2546,878,1256,289,913,0.8603016283122034,0.19006315561217574,0.45272206303724927,0,620.07,81.93259623675002,0.1332378223495702
76561198000000089,42210,38492,5207802,2088,1269,895,4819803,113312249,46274,185732,38871,166,835,895,1683,12848,10527,3920,3812,1551,2034,1.0965630114566285,0.24914258640090883,0.5314726840855107,1,1446.6116666666667,123.99163922617822,0.09857482185273159
76561198000000090,8138,7074,1089416,406,302,137,654777,19105717,9762,37176,5993,32,124,137,250,1766,1876,814,1031,329,376,1.1502473498233217,0.26258170374156065,0.545816733067729,1,302.61555555555555,109.23873873873873,0.12749003984063745
76561198000000091,28720,25266,2282360,1345,1120,510,2821802,82063032,28018,108108,23458,67,461,510,935,6230,4743,2820,3450,1136,1159,1.1366604662207622,0.2591643618940144,0.5448717948717948,1,633.9888888888889,120.28654247836651,0.07158119658119658
76561198000000092,3428,3192,457097,292,156,69,393486,10822599,3615,14852,3382,12,63,69,133,1105,589,307,335,120,167,1.0735984967115566,0.24338517471217935,0.5149253731343284,1,126.9713888888889,116.31274017144547,0.08955223880597014
76561198000000093,15946,18772,2649539,1422,1215,327,1364844,61727923,18568,99105,18582,67,245,327,727,2831,2695,955,1397,310,780,0.8494113886965322,0.18735495328234417,0.4491758241758242,0,735.9830555555556,73.44583759349943,0.09203296703296704
76561198000000094,4391,4001,478151,309,238,80,503113,12379021,4841,19420,3377,19,52,80,151,1127,619,408,594,161,237,1.0972013993003498,0.2492662581741414,0.5263157894736842,1,132.81972222222223,148.9381290704559,0.125
76561198000000095,26236,24863,5181199,1863,897,635,3051480,93678341,22883,95827,24632,112,402,635,1226,7734,5818,2292,3777,888,1331,1.0551801801801801,0.23879241975205576,0.5175224123879381,1,1439.2219444444445,123.8777250030447,0.09127954360228199
76561198000000096,6521,7930,932208,1118,337,129,571159,23375580,7726,42789,7655,18,93,129,294,1717,1333,367,830,114,385,0.8222166183331232,0.18055620472072914,0.43728813559322033,0,258.94666666666666,74.60279519331243,0.061016949152542375
76561198000000097,10171,12264,2950065,2092,918,291,846968,42813178,10606,58173,14410,87,348,291,658,2716,1835,582,917,183,515,0.8292702812882186,0.18231512359473304,0.44157814871016693,0,819.4625,58.77232669488585,0.13201820940819423
76561198000000098,57057,68359,6885056,7058,2782,1057,5841117,168819552,47137,256650,68502,262,888,1057,2376,12036,8384,3306,6900,1051,2892,0.8346547688706846,0.1836618598797589,0.44467816575515356,0,1912.5155555555555,85.26804665489102,0.11022297013041649
76561198000000099,18710,18037,2301611,1504,620,402,2022611,52528136,20667,88204,16191,63,348,402,786,3699,4771,1589,2121,610,831,1.0372546845548287,0.2343064452128564,0.5108005082592122,0,639.3363888888889,124.9142168972332,0.08005082592121983
76561198000000100,6407,6129,1017108,708,306,151,658872,25856572,6158,26060,6805,17,166,151,295,1155,944,551,760,212,277,1.0451876019575856,0.2362917769847665,0.5101351351351351,1,282.53,96.80752277402293,0.057432432432432436
76561198000000101,50699,44634,6588500,7983,1681,986,5271182,159003277,41905,161818,53368,229,993,986,1810,9018,9893,4974,7246,2003,2115,1.1358575109219222,0.25896217378676173,0.5444505797901712,1,1830.138888888889,98.7686109913995,0.12644947542794036
76561198000000102,35762,31236,4725023,3998,1559,800,4106598,112561493,28943,110800,32105,100,870,800,1460,8581,6775,3551,3791,1435,1447,1.1448602618689374,0.2612160540067328,0.5475701574264202,1,1312.506388888889,127.9074939263689,0.06844626967830253
76561198000000103,26659,22936,4541307,1472,1239,566,2750208,50270986,31212,117526,20502,90,642,566,1022,7872,5902,2709,2268,1102,1184,1.1622705672058247,0.265573017264118,0.5532746823069403,1,1261.4741666666666,134.13685802077745,0.08797653958944282
76561198000000104,39651,38176,4669310,1987,1731,636,4376968,120209409,36665,156250,32058,145,518,636,1242,11642,6794,3376,6020,1296,1771,1.038609634072871,0.23465449821121145,0.5116653258246179,0,1297.0305555555556,136.5285255310521,0.1166532582461786
76561198000000105,57049,50567,6047512,5563,2532,1199,5372217,195020540,68005,264566,51182,244,929,1199,2211,15104,9292,5538,5749,2223,3130,1.1281640563202024,0.25704263948262634,0.5420433996383364,1,1679.8644444444444,104.96096360119572,0.11030741410488246
76561198000000106,31127,33353,2716682,1806,1495,517,3127084,79381672,32055,153885,28774,107,581,517,1084,8669,6512,2213,4392,788,1755,0.9332313965341489,0.20830354938071038,0.47649769585253454,0,754.6338888888889,108.6736403127715,0.09861751152073733
76561198000000107,39837,40333,5820849,5081,1585,682,4103178,132632380,35566,160265,40509,80,670,682,1377,10729,9200,3121,4951,1160,1699,0.9876778896216591,0.22191856039334606,0.4949201741654572,0,1616.9025,101.28802764749445,0.05805515239477504
76561198000000108,1282,1294,323583,185,74,36,103376,4941003,1327,5964,1511,9,49,36,73,231,290,100,158,37,52,0.9899613899613899,0.22246437552388937,0.4864864864864865,0,89.88416666666667,68.37037037037037,0.12162162162162163
76561198000000109,23906,24689,3367541,2988,1069,555,2187100,71240187,23434,107962,25055,90,783,555,1134,4263,3653,1811,2577,664,1304,0.9682462535439449,0.21705584320554264,0.4889867841409692,0,935.4280555555556,87.28847381864624,0.07929515418502203
76561198000000110,33992,30701,4425985,2688,944,738,3862351,112306022,34111,135476,34140,130,735,738,1379,7491,8738,3205,4534,1274,1782,1.1071591427268581,0.2517844357344789,0.5347826086956522,1,1229.4402777777777,113.12940452827978,0.09420289855072464
76561198000000111,22826,25399,3150232,3435,1301,485,2265600,83768148,22458,112477,26187,52,401,485,1042,5500,4377,1517,2248,522,894,0.8986614173228347,0.1996657124059816,0.4650047938638543,0,875.0644444444445,86.5129066748129,0.04985618408437201
76561198000000112,40695,37775,6058244,2241,1640,812,3545594,91460571,38818,158880,38658,227,605,812,1546,10301,10175,3675,4364,1441,2319,1.0772712833545108,0.24432122154316752,0.5248868778280543,1,1682.8455555555556,91.71458133940351,0.14673561732385262
